ram_row,ram_tag,lvis_row,lvis_name,matched_surface,rule,ram_rule,via_synonym,threshold,applied,note
3486,salad bowl,904,salad_plate,salad bowl,exact,exact,1,0.3100,1,
3488,salami,905,salami,salami,exact,exact,0,0.3500,1,
3490,salmon,906,salmon_(fish),salmon,exact,exact,0,0.3600,0,ambiguous_sense_dropped
3490,salmon,907,salmon_(food),salmon,exact,exact,0,0.3700,0,ambiguous_sense_dropped
3492,salsa,908,salsa,salsa,exact,exact,0,0.3400,1,
3506,sandal,910,sandal_(type_of_shoe),sandal,exact,exact,0,0.3300,1,
3507,sandwich,911,sandwich,sandwich,exact,exact,0,0.3800,1,
3515,satchel,912,satchel,satchel,exact,exact,0,0.3300,1,
3519,saucer,914,saucer,saucer,exact,exact,0,0.3400,1,
3521,sausage,915,sausage,sausage,exact,exact,0,0.3600,1,
3524,sawbuck,916,sawhorse,sawbuck,exact,exact,1,0.2000,1,
3528,scale,918,scale_(measuring_instrument),scale,exact,exact,0,0.3300,1,
3532,strawman,919,scarecrow,strawman,exact,exact,1,0.3300,1,
3533,scarf,920,scarf,scarf,exact,exact,0,0.3200,1,
3538,school bus,921,school_bus,school bus,exact,exact,0,0.3800,1,
3546,scissors,922,scissors,scissors,exact,exact,0,0.3500,1,
3550,scooter,700,motor_scooter,scooter,exact,exact,1,0.3500,1,
3552,scoreboard,923,scoreboard,scoreboard,exact,exact,0,0.3300,1,
3557,scraper,924,scraper,scraper,exact,exact,0,0.2000,1,
3563,screwdriver,925,screwdriver,screwdriver,exact,exact,0,0.3300,1,
3566,scrubbing brush,926,scrubbing_brush,scrubbing brush,exact,exact,0,0.3300,1,
3568,sculpture,927,sculpture,sculpture,exact,exact,0,0.3400,1,
3576,seabird,928,seabird,seabird,exact,exact,0,0.3500,1,
3578,seahorse,929,seahorse,seahorse,exact,exact,0,0.2900,1,
3581,seashell,931,seashell,seashell,exact,exact,0,0.3100,1,
3603,sewing machine,932,sewing_machine,sewing machine,exact,exact,0,0.3500,1,
3606,shaker,933,shaker,shaker,exact,exact,0,0.3200,1,
3607,shampoo,934,shampoo,shampoo,exact,exact,0,0.3700,1,
3610,shark,935,shark,shark,exact,exact,0,0.3300,1,
3611,sharpener,936,sharpener,sharpener,exact,exact,0,0.3500,1,
3612,sharpie,937,Sharpie,Sharpie,exact,exact,0,0.3400,1,
3613,shaver,938,shaver_(electric),shaver,exact,exact,0,0.3400,1,
3614,shaving cream,939,shaving_cream,shaving cream,exact,exact,0,0.3500,1,
3615,shawl,940,shawl,shawl,exact,exact,0,0.3300,1,
3617,shears,941,shears,shears,exact,exact,0,0.2000,1,
3618,sheep,942,sheep,sheep,exact,exact,0,0.3700,1,
3627,sherbert,944,sherbert,sherbert,exact,exact,0,0.3400,1,
3634,shirt,946,shirt,shirt,exact,exact,0,0.3200,1,
3637,shoe,947,shoe,shoe,exact,exact,0,0.3400,1,
3647,shopping bag,948,shopping_bag,shopping bag,exact,exact,0,0.3300,1,
3649,shopping cart,949,shopping_cart,shopping cart,exact,exact,0,0.3400,1,
3656,shorts,950,short_pants,shorts,exact,exact,1,0.3400,1,
3657,shot glass,951,shot_glass,shot glass,exact,exact,0,0.3500,1,
3660,shoulder bag,952,shoulder_bag,shoulder bag,exact,exact,0,0.3300,1,
3661,shovel,953,shovel,shovel,exact,exact,0,0.3500,1,
3664,shower cap,955,shower_cap,shower cap,exact,exact,0,0.3300,1,
3665,shower curtain,956,shower_curtain,shower curtain,exact,exact,0,0.3400,1,
3667,shower head,954,shower_head,shower head,exact,exact,0,0.3500,1,
3668,shredder,957,shredder_(for_paper),shredder,exact,exact,0,0.3500,1,
3670,shrimp,842,prawn,shrimp,exact,exact,1,0.3500,1,
3689,silo,959,silo,silo,exact,exact,0,0.3500,1,
3696,sink,960,sink,sink,exact,exact,0,0.3800,1,
3701,skateboard,961,skateboard,skateboard,exact,exact,0,0.3700,1,
3707,skewer,962,skewer,skewer,exact,exact,0,0.3700,1,
3708,ski,963,ski,ski,exact,exact,0,0.3700,1,
3709,ski boot,964,ski_boot,ski boot,exact,exact,0,0.3700,1,
3711,ski jacket,965,ski_parka,ski jacket,exact,exact,1,0.3700,1,
3713,ski pole,966,ski_pole,ski pole,exact,exact,0,0.3700,1,
3715,snowboard,975,snowboard,snowboard,exact,exact,0,0.3700,1,
3720,skullcap,968,skullcap,skullcap,exact,exact,0,0.2800,1,
3728,sleigh,969,sled,sleigh,exact,exact,1,0.3800,1,
3730,sleeping bag,970,sleeping_bag,sleeping bag,exact,exact,0,0.3400,1,
3731,sleepwear,720,nightshirt,sleepwear,exact,exact,1,0.3400,1,
3734,slide,255,slide,slide,exact,exact,0,0.3600,1,
3736,sling,971,sling_(bandage),sling,exact,exact,0,0.3600,1,
3749,snake,974,snake,snake,exact,exact,0,0.3600,1,
3761,snowman,976,snowman,snowman,exact,exact,0,0.3400,1,
3762,snowmobile,977,snowmobile,snowmobile,exact,exact,0,0.3500,1,
3766,soap,978,soap,soap,exact,exact,0,0.3400,1,
3771,sock,980,sock,sock,exact,exact,0,0.3300,1,
3774,softball,982,softball,softball,exact,exact,0,0.3500,1,
3776,solar battery,983,solar_array,solar battery,exact,exact,1,0.3200,1,
3780,sombrero,984,sombrero,sombrero,exact,exact,0,0.3500,1,
3783,soup,985,soup,soup,exact,exact,0,0.3900,1,
3784,soup bowl,986,soup_bowl,soup bowl,exact,exact,0,0.2000,1,
3785,soupspoon,987,soupspoon,soupspoon,exact,exact,0,0.3600,1,
3786,sour cream,988,sour_cream,sour cream,exact,exact,0,0.3300,1,
3788,soybean milk,989,soya_milk,soybean milk,exact,exact,1,0.3100,1,
3791,space shuttle,990,space_shuttle,space shuttle,exact,exact,0,0.3300,1,
3796,wrench,1195,wrench,wrench,exact,exact,0,0.3500,1,
3799,sparkler,991,sparkler_(fireworks),sparkler,exact,exact,0,0.3500,1,
3802,spatula,992,spatula,spatula,exact,exact,0,0.3500,1,
3803,speaker,654,speaker_(stero_equipment),speaker,exact,exact,0,0.3400,1,
3812,spice rack,995,spice_rack,spice rack,exact,exact,0,0.3400,1,
3813,spider,996,spider,spider,exact,exact,0,0.3300,1,
3820,sponge,998,sponge,sponge,exact,exact,0,0.3400,1,
3821,spoon,999,spoon,spoon,exact,exact,0,0.3500,1,
3828,sportswear,1000,sportswear,sportswear,exact,exact,0,0.3400,1,
3830,spray,25,atomizer,spray,exact,exact,1,0.3400,1,
3844,squid,1002,squid_(food),squid,exact,exact,0,0.3600,1,
3845,squirrel,1003,squirrel,squirrel,exact,exact,0,0.3400,1,
3846,water gun,1166,water_gun,water gun,exact,exact,0,0.3700,1,
3854,stagecoach,1004,stagecoach,stagecoach,exact,exact,0,0.3200,1,
3865,stapler,1005,stapler_(stapling_machine),stapler,exact,exact,0,0.3600,1,
3868,starfish,1006,starfish,starfish,exact,exact,0,0.3000,1,
3876,statue,1007,statue_(sculpture),statue,exact,exact,0,0.3400,1,
3877,steak,1008,steak_(food),steak,exact,exact,0,0.3900,1,
3878,steak knife,1009,steak_knife,steak knife,exact,exact,0,0.2900,1,
3885,steering wheel,1010,steering_wheel,steering wheel,exact,exact,0,0.3100,1,
3888,step stool,1012,step_stool,step stool,exact,exact,0,0.3200,1,
3889,stereo,1013,stereo_(sound_system),stereo,exact,exact,0,0.3600,1,
3891,stew,1014,stew,stew,exact,exact,0,0.3200,1,
3899,stirrer,1015,stirrer,stirrer,exact,exact,0,0.3200,1,
3900,stirrup,1016,stirrup,stirrup,exact,exact,0,0.3200,1,
3909,stool,1017,stool,stool,exact,exact,0,0.3300,1,
3913,stop sign,1018,stop_sign,stop sign,exact,exact,0,0.3600,1,
3915,traffic light,1111,traffic_light,traffic light,exact,exact,0,0.3500,1,
3918,tank,1058,tank_(storage_vessel),tank,exact,exact,0,0.3500,1,
3925,stove,1020,stove,stove,exact,exact,0,0.3700,1,
3926,poker,825,poker_(fire_stirring_tool),poker,exact,exact,0,0.3300,1,
3928,strainer,1021,strainer,strainer,exact,exact,0,0.3500,1,
3930,strap,1022,strap,strap,exact,exact,0,0.3400,1,
3931,straw,1023,straw_(for_drinking),straw,exact,exact,0,0.3500,1,
3933,strawberry,1024,strawberry,strawberry,exact,exact,0,0.3400,1,
3944,street sign,1025,street_sign,street sign,exact,exact,0,0.3300,1,
3951,string cheese,1027,string_cheese,string cheese,exact,exact,0,0.3000,1,
3967,stylus,1028,stylus,stylus,exact,exact,0,0.3600,1,
3974,subwoofer,1029,subwoofer,subwoofer,exact,exact,0,0.3400,1,
3978,sugar bowl,1030,sugar_bowl,sugar bowl,exact,exact,0,0.3200,1,
3981,suit,1032,suit_(clothing),suit,exact,exact,0,0.3400,1,
3991,sunflower,1033,sunflower,sunflower,exact,exact,0,0.3300,1,
3994,sunglasses,1034,sunglasses,sunglasses,exact,exact,0,0.3000,1,
3998,sunshade,762,parasol,sunshade,exact,exact,1,0.3600,1,
4009,surfboard,1036,surfboard,surfboard,exact,exact,0,0.3600,1,
4014,sushi,1037,sushi,sushi,exact,exact,0,0.3600,1,
4016,suspenders,144,suspenders,suspenders,exact,exact,0,0.3400,1,
4025,sweat pant,1039,sweat_pants,sweat pants,plural,exact,0,0.3300,1,
4026,sweatband,1040,sweatband,sweatband,exact,exact,0,0.3200,1,
4027,sweater,1041,sweater,sweater,exact,exact,0,0.3300,1,
4028,sweatshirt,1042,sweatshirt,sweatshirt,exact,exact,0,0.3200,1,
4030,sweet potato,1043,sweet_potato,sweet potato,exact,exact,0,0.3400,1,
4042,sword,1045,sword,sword,exact,exact,0,0.3000,1,
4047,syringe,1046,syringe,syringe,exact,exact,0,0.3100,1,
4051,t-shirt,594,jersey,T-shirt,exact,exact,1,0.3200,1,
4052,tabasco sauce,1047,Tabasco_sauce,Tabasco sauce,exact,exact,0,0.3400,1,
4056,tablecloth,1051,tablecloth,tablecloth,exact,exact,0,0.3300,1,
4059,tachometer,1052,tachometer,tachometer,exact,exact,0,0.3100,1,
4061,taco,1053,taco,taco,exact,exact,0,0.3100,1,
4069,tambourine,1056,tambourine,tambourine,exact,exact,0,0.3100,1,
4072,tape,1060,tape_(sticky_cloth_or_paper),tape,exact,exact,0,0.3500,1,
4073,tapestry,1062,tapestry,tapestry,exact,exact,0,0.3400,1,
4076,tarp,1063,tarp,tarp,exact,exact,0,0.3300,1,
4078,tassel,1065,tassel,tassel,exact,exact,0,0.3100,1,
4085,tea bag,1066,tea_bag,tea bag,exact,exact,0,0.3200,1,
4092,teacup,1067,teacup,teacup,exact,exact,0,0.3400,1,
4102,telegraph pole,1073,telephone_pole,telegraph pole,exact,exact,1,0.3400,1,
4103,zoom lens,1074,telephoto_lens,zoom lens,exact,exact,1,0.2000,1,
4106,television camera,1075,television_camera,television camera,exact,exact,0,0.2900,1,
4117,tennis racket,1078,tennis_racket,tennis racket,exact,exact,0,0.3600,1,
4119,tequila,1079,tequila,tequila,exact,exact,0,0.3100,1,
4137,thermometer,1080,thermometer,thermometer,exact,exact,0,0.3000,1,
4139,thermos bottle,1081,thermos_bottle,thermos bottle,exact,exact,0,0.3100,1,
4140,thermostat,1082,thermostat,thermostat,exact,exact,0,0.3100,1,
4142,thimble,1083,thimble,thimble,exact,exact,0,0.3400,1,
4153,tiara,1086,tiara,tiara,exact,exact,0,0.3300,1,
4158,tie,715,necktie,tie,exact,exact,1,0.3500,1,
4159,tiger,1087,tiger,tiger,exact,exact,0,0.3200,1,
4166,tinfoil,1090,tinfoil,tinfoil,exact,exact,0,0.3400,1,
4167,tinsel,1091,tinsel,tinsel,exact,exact,0,0.3700,1,
4171,toast,1093,toast_(food),toast,exact,exact,0,0.3600,1,
4172,toaster,1094,toaster,toaster,exact,exact,0,0.3500,1,
4174,tobacco pipe,809,tobacco_pipe,tobacco pipe,exact,exact,0,0.2900,1,
4177,tofu,72,bean_curd,tofu,exact,exact,1,0.3600,1,
4182,tomato,1098,tomato,tomato,exact,exact,0,0.3300,1,
4187,tongs,1099,tongs,tongs,exact,exact,0,0.3400,1,
4189,toolbox,1100,toolbox,toolbox,exact,exact,0,0.3400,1,
4190,toothbrush,1101,toothbrush,toothbrush,exact,exact,0,0.3600,1,
4191,toothpaste,1102,toothpaste,toothpaste,exact,exact,0,0.3300,1,
4192,toothpick,1103,toothpick,toothpick,exact,exact,0,0.3300,1,
4195,torch,456,flashlight,torch,exact,exact,1,0.3300,1,
4197,tortilla,1105,tortilla,tortilla,exact,exact,0,0.3700,1,
4199,tote bag,217,tote_bag,tote bag,exact,exact,0,0.3100,1,
4211,tow truck,1106,tow_truck,tow truck,exact,exact,0,0.3700,1,
4212,towel,1107,towel,towel,exact,exact,0,0.3400,1,
4213,towel bar,1108,towel_rack,towel bar,exact,exact,1,0.3600,1,
4218,toy,1109,toy,toy,exact,exact,0,0.3600,1,
4223,tractor,1110,tractor_(farm_equipment),tractor,exact,exact,0,0.3300,1,
4234,trailer truck,1113,trailer_truck,trailer truck,exact,exact,0,0.3600,1,
4235,train,1114,train_(railroad_vehicle),train,exact,exact,0,0.3600,1,
4246,trampoline,1115,trampoline,trampoline,exact,exact,0,0.3200,1,
4250,tray,1116,tray,tray,exact,exact,0,0.3600,1,
4261,triangle,1118,triangle_(musical_instrument),triangle,exact,exact,0,0.3100,1,
4266,tricycle,1119,tricycle,tricycle,exact,exact,0,0.3400,1,
4269,tripod,1120,tripod,tripod,exact,exact,0,0.3400,1,
4273,trophy cup,344,trophy_cup,trophy cup,exact,exact,0,0.3300,1,
4276,truck,1122,truck,truck,exact,exact,0,0.3500,1,
4286,turkey,1127,turkey_(food),turkey,exact,exact,0,0.3600,1,
4288,turnip,1128,turnip,turnip,exact,exact,0,0.3200,1,
4291,turtle,1129,turtle,turtle,exact,exact,0,0.3100,1,
4308,typewriter,1131,typewriter,typewriter,exact,exact,0,0.3200,1,
4311,umbrella,1132,umbrella,umbrella,exact,exact,0,0.3600,1,
4312,underclothes,1133,underwear,underclothes,exact,exact,1,0.3500,1,
4320,urinal,1135,urinal,urinal,exact,exact,0,0.3900,1,
4321,urn,1136,urn,urn,exact,exact,0,0.3800,1,
4333,vase,1138,vase,vase,exact,exact,0,0.3500,1,
4342,veil,545,veil,veil,exact,exact,0,0.3600,1,
4345,vending machine,1139,vending_machine,vending machine,exact,exact,0,0.2900,1,
4347,vent,1140,vent,vent,exact,exact,0,0.3300,1,
4350,vest,1141,vest,vest,exact,exact,0,0.3000,1,
4358,videotape,1142,videotape,videotape,exact,exact,0,0.3300,1,
4364,vinegar,1143,vinegar,vinegar,exact,exact,0,0.3300,1,
4368,violin,1144,violin,violin,exact,exact,0,0.3600,1,
4372,visor,94,visor,visor,exact,exact,0,0.3300,1,
4373,vodka,1145,vodka,vodka,exact,exact,0,0.3000,1,
4375,volleyball,1146,volleyball,volleyball,exact,exact,0,0.3300,1,
4380,vulture,1147,vulture,vulture,exact,exact,0,0.3100,1,
4381,waffle,1148,waffle,waffle,exact,exact,0,0.3700,1,
4382,waffle iron,1149,waffle_iron,waffle iron,exact,exact,0,0.3100,1,
4383,wagon,1150,wagon,wagon,exact,exact,0,0.3500,1,
4384,wagon wheel,1151,wagon_wheel,wagon wheel,exact,exact,0,0.3400,1,
4391,walking cane,197,walking_cane,walking cane,exact,exact,0,0.3300,1,
4392,wall clock,1153,wall_clock,wall clock,exact,exact,0,0.3400,1,
4395,walrus,1156,walrus,walrus,exact,exact,0,0.3400,1,
4406,washing machine,1159,automatic_washer,washing machine,exact,exact,1,0.3500,1,
4410,watch,1160,watch,watch,exact,exact,0,0.3100,1,
4414,water cooler,1162,water_cooler,water cooler,exact,exact,0,0.3200,1,
4417,water heater,1164,water_heater,water heater,exact,exact,0,0.3300,1,
4421,water pipe,566,hookah,water pipe,exact,exact,1,0.3400,1,
4423,water ski,1168,water_ski,water ski,exact,exact,0,0.3900,1,
4426,water tower,1169,water_tower,water tower,exact,exact,0,0.2900,1,
4431,watering can,1170,watering_can,watering can,exact,exact,0,0.3400,1,
4433,watermelon,1171,watermelon,watermelon,exact,exact,0,0.3500,1,
4441,vane,1172,weathervane,vane,exact,exact,1,0.3500,1,
4443,webcam,1173,webcam,webcam,exact,exact,0,0.3700,1,
4445,wedding ring,1175,wedding_ring,wedding ring,exact,exact,0,0.3000,1,
4447,wedding cake,1174,wedding_cake,wedding cake,exact,exact,0,0.4000,1,
4465,wet suit,1176,wet_suit,wet suit,exact,exact,0,0.3500,1,
4472,wheel,1177,wheel,wheel,exact,exact,0,0.3500,1,
4473,wheelchair,1178,wheelchair,wheelchair,exact,exact,0,0.3300,1,
4475,whipped cream,1179,whipped_cream,whipped cream,exact,exact,0,0.3600,1,
4479,whistle,1180,whistle,whistle,exact,exact,0,0.3500,1,
4487,wig,1181,wig,wig,exact,exact,0,0.3300,1,
4497,wind chime,1182,wind_chime,wind chime,exact,exact,0,0.3300,1,
4500,windmill,1183,windmill,windmill,exact,exact,0,0.3400,1,
4502,window box,1184,window_box_(for_plants),window box,exact,exact,0,0.3000,1,
4508,wiper,1185,windshield_wiper,wiper,exact,exact,1,0.3400,1,
4511,wine bottle,1187,wine_bottle,wine bottle,exact,exact,0,0.3100,1,
4512,wine cooler,1188,wine_bucket,wine cooler,exact,exact,1,0.3300,1,
4530,wok,1191,wok,wok,exact,exact,0,0.3700,1,
4531,wolf,1192,wolf,wolf,exact,exact,0,0.3100,1,
4538,wooden spoon,1193,wooden_spoon,wooden spoon,exact,exact,0,0.3200,1,
4559,wristband,1196,wristband,wristband,exact,exact,0,0.2900,1,
4565,yacht,1198,yacht,yacht,exact,exact,0,0.3400,1,
4571,yoghurt,1199,yogurt,yoghurt,exact,exact,1,0.3600,1,
4572,yoke,1200,yoke_(animal_equipment),yoke,exact,exact,0,0.2000,1,
4573,yolk,416,egg_yolk,yolk,exact,exact,1,0.3500,1,
4577,zebra,1201,zebra,zebra,exact,exact,0,0.3600,1,
